"","FAMNUM","SITE","FAMSIZE","TREAT","TOTFAMINC74","HHHRWRK","RACIALHH","MHETHNIC","FHETHNIC","AVGPROD","HMEVAL","VEHVAL","OTHVAL","LIQASSETS","DEBTS"
"735",36851,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"736",36861,"Dauphin",3,3,2558,NA,0,NA,"Ukrainian",NA,10000,1700,NA,5000,0
"737",36867,"Dauphin",2,3,2437,0,0,NA,NA,0,NA,600,NA,0,95
"738",36879,"Dauphin",3,3,245,800,0,"English","English",0.30625,NA,2500,NA,NA,10600
"739",36898,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"740",36900,"Dauphin",1,-1,0,NA,0,NA,NA,NA,1500,65,NA,2200,0
"741",36905,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"742",36910,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"743",36924,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"744",36925,"Dauphin",6,3,4183,400,0,"Ukrainian","Ukrainian",10.4575,NA,75,1000,600,0
"745",36937,"Dauphin",4,3,4674,840,0,"Canadian","Canadian",5.56428571428571,18000,850,NA,20,590
"746",36948,"Dauphin",4,3,7600,880,0,"Belgian/Dutch","Belgian/Dutch",8.63636363636364,7000,1525,NA,110,2075
"747",36958,"Dauphin",6,3,8398,800,0,"German","English",10.4975,9000,1350,NA,70,1000
"748",36959,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"749",36960,"Dauphin",2,3,2761,NA,0,"Polish","Ukrainian",NA,12000,400,NA,1200,0
"750",36967,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"751",36974,"Dauphin",5,3,4814,720,0,"Scottish","Scottish",6.68611111111111,6000,2000,NA,2743,495
"752",36986,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"753",37004,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"754",37007,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"755",37011,"Dauphin",2,3,12021,NA,0,"Canadian",NA,NA,NA,400,NA,400,4000
"756",37038,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"757",37039,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"758",37041,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"759",37055,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"760",37059,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"761",37090,"Dauphin",1,3,1519,NA,0,"Ukrainian",NA,NA,NA,0,NA,0,300
"762",37112,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"763",37117,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"764",37120,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"765",37121,"Dauphin",2,3,NA,0,0,NA,"Ukrainian",0,7000,3000,NA,10000,0
"766",37128,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"767",37136,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"768",37137,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"769",37148,"Dauphin",7,3,9921,800,0,"Metis","Metis",12.40125,NA,600,NA,0,400
"770",37154,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"771",37159,"Dauphin",3,3,4491,610,0,NA,NA,7.36229508196721,600,600,NA,0,0
"772",37161,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"773",37168,"Dauphin",2,3,1378,0,0,NA,NA,0,7000,3300,NA,38547,0
"774",37172,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"775",37178,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"776",37191,"Dauphin",2,3,0,800,0,"Ukrainian","Ukrainian",0,NA,200,NA,25000,0
"777",37195,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"778",37197,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"779",37220,"Dauphin",2,3,5155,NA,0,NA,"Scottish",NA,NA,1500,NA,0,350
"780",37223,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"781",37226,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"782",37227,"Dauphin",6,3,1988,800,0,"Ukrainian","Ukrainian",2.485,3000,0,NA,0,600
"783",37229,"Dauphin",2,3,5973,700,0,"Norwegian","English",8.53285714285714,4000,1200,NA,15241,353
"784",37232,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"785",37249,"Dauphin",1,3,1426,NA,0,NA,"Ukrainian",NA,8000,NA,3000,2000,0
"786",37253,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"787",37255,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"788",37267,"Dauphin",2,3,0,0,0,NA,NA,0,4000,1900,NA,7500,0
"789",37276,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"790",37278,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"791",37280,"Dauphin",1,3,3403,NA,0,NA,NA,NA,NA,0,NA,232,0
"792",37289,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"793",37290,"Dauphin",5,3,8863,540,0,"English",NA,16.412962962963,20000,3800,1000,800,1150
"794",37298,"Dauphin",3,3,0,840,0,"Polish","French",0,12000,800,NA,0,8000
"795",37301,"Dauphin",4,3,6207,800,0,"Canadian","Canadian",7.75875,5000,1700,NA,0,1400
"796",37311,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"797",37346,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"798",37349,"Dauphin",4,3,9728,850,0,"French","French",11.4447058823529,6000,1400,NA,0,3895
"799",37350,"Dauphin",4,3,6387,840,0,"Canadian","English",7.60357142857143,18000,700,NA,0,2800
"800",37367,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"801",37380,"Dauphin",4,3,5822,1000,0,"English","Ukrainian",5.822,NA,800,NA,5800,200
"802",37401,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"803",37407,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"804",37422,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"805",37426,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"806",37440,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"807",37453,"Dauphin",2,3,3814,1060,0,"Ukrainian","Ukrainian",3.59811320754717,NA,100,NA,100,600
"808",37457,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"809",37461,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"810",37474,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"811",37477,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"812",37483,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"813",37488,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"814",37520,"Dauphin",3,3,6489,NA,0,NA,"English",NA,8000,500,NA,NA,0
"815",37538,"Dauphin",6,3,10833,650,0,"Ukrainian","Ukrainian",16.6661538461538,16000,2150,NA,1000,300
"816",37561,"Dauphin",2,3,8392,800,0,"Canadian","Canadian",10.49,NA,500,NA,630,770
"817",37579,"Dauphin",4,3,9086,855,0,"German","Scottish",10.6269005847953,12000,1200,NA,13200,75
"818",37610,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"819",37623,"Dauphin",3,3,4116,NA,0,NA,"Ukrainian",NA,NA,0,NA,0,300
"820",37629,"Dauphin",2,3,4426,NA,0,NA,"Metis",NA,NA,0,NA,0,176
"821",37640,"Dauphin",2,3,2017,NA,0,NA,"Polish",NA,NA,0,NA,0,200
"822",37644,"Dauphin",6,3,5122,800,0,"Ukrainian","Ukrainian",6.4025,12000,1300,NA,12000,940
"823",37649,"Dauphin",3,3,6422,840,0,"Ukrainian","Ukrainian",7.6452380952381,26000,1800,NA,10600,200
"824",37651,"Dauphin",7,3,6022,880,0,"Ukrainian","Ukrainian",6.84318181818182,22000,700,NA,0,0
"825",37666,"Dauphin",3,3,6153,440,0,"Ukrainian",NA,13.9840909090909,25000,2200,NA,15200,5000
"826",37718,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"827",37720,"Dauphin",1,3,5727,NA,0,NA,"Polish",NA,9000,800,NA,4000,0
"828",37744,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"829",37746,"Dauphin",2,3,6902,800,0,"Canadian","Canadian",8.6275,NA,0,NA,0,0
"830",37755,"Dauphin",3,3,4479,520,0,"English","German",8.61346153846154,NA,0,NA,0,57
"831",37760,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"832",37761,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"833",37781,"Dauphin",2,3,319,NA,0,NA,"English",NA,NA,0,NA,30,0
"834",37792,"Dauphin",2,3,4344,210,0,NA,"English",20.6857142857143,12000,2150,NA,1072,1880
"835",37856,"Dauphin",1,3,10107,NA,0,"Ukrainian",NA,NA,9000,400,NA,800,40
"836",37885,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"837",37901,"Dauphin",3,3,7660,800,0,"Canadian","Canadian",9.575,12000,600,NA,1500,250
"838",37903,"Dauphin",3,3,280,400,0,NA,"Ukrainian",0.7,24000,300,NA,70000,0
"839",37914,"Dauphin",6,3,6603,750,0,"German","Ukrainian",8.804,10000,4750,NA,0,4000
"840",37920,"Dauphin",4,3,6399,800,0,"English","English",7.99875,NA,2000,NA,1000,400
"841",37923,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"842",37934,"Dauphin",1,3,NA,NA,0,NA,"Ukrainian",NA,6000,0,NA,0,0
"843",37936,"Dauphin",3,3,4071,440,0,"Ukrainian",NA,9.25227272727273,6000,50,NA,0,NA
"844",37973,"Dauphin",6,3,3163,400,0,"Canadian","Canadian",7.9075,17000,400,NA,700,0
"845",37981,"Dauphin",6,3,1675,550,0,"Canadian","Canadian",3.04545454545455,7500,500,NA,1000,0
"846",37984,"Dauphin",1,3,10745,NA,0,"Canadian",NA,NA,NA,4000,NA,286,6700
"847",37986,"Dauphin",3,3,7986,763,0,"Ukrainian","Polish",10.4665792922674,22000,1750,NA,2750,2000
"848",37988,"Dauphin",3,3,6799,940,0,"Ukrainian","Metis",7.23297872340426,NA,200,NA,0,0
"849",38018,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"850",38045,"Dauphin",3,3,7197,NA,0,NA,"Yugoslavian/Czech/Hungarian",NA,NA,400,NA,1000,600
"851",38049,"Dauphin",4,3,1423,740,0,"Canadian","Canadian",1.92297297297297,NA,2000,NA,7000,0
"852",38094,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"853",38114,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"854",38132,"Dauphin",3,3,13068,815,0,"Ukrainian","English",16.0343558282209,NA,2700,NA,400,2093
"855",38163,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"856",38164,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"857",38168,"Dauphin",3,3,9450,580,0,"Canadian","Canadian",16.2931034482759,NA,1200,NA,300,657
"858",38169,"Dauphin",1,-1,2456,NA,0,NA,NA,NA,8000,0,NA,0,0
"859",38324,"Dauphin",6,3,3654,605,0,"German","German",6.0396694214876,NA,1725,NA,0,1100
"860",38346,"Dauphin",2,3,5304,NA,0,"Canadian",NA,NA,16000,1200,NA,2000,0
"861",38352,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"862",38416,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"863",38437,"Dauphin",2,3,302,NA,0,NA,"Canadian",NA,NA,0,NA,0,0
"864",38439,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"865",38449,"Dauphin",1,3,0,NA,0,NA,"Scottish",NA,NA,0,NA,0,0
"866",38450,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"867",38452,"Dauphin",4,3,5558,NA,0,NA,"Ukrainian",NA,18000,700,NA,1500,0
"868",38461,"Dauphin",2,3,8464,530,0,"Canadian","Canadian",15.9698113207547,NA,0,NA,0,560
"869",38478,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"870",38486,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"871",38487,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"872",38488,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"873",38489,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"874",38494,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"875",38497,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"876",38498,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"877",38500,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"878",38504,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"879",38505,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"880",38509,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"881",38510,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"882",38511,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"883",38515,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"884",38527,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"885",38539,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"886",38540,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"887",38543,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"888",38544,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"889",38549,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"890",38559,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"891",38568,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"892",38585,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"893",38587,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"894",38588,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"895",38591,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"896",38592,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"897",38603,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"898",38624,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"899",38626,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"900",38627,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"901",38629,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"902",38631,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"903",38632,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"904",38635,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"905",38636,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"906",38639,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"907",71007,"Rural",4,3,3654,NA,0,NA,NA,NA,NA,0,NA,100,450
"908",71036,"Rural",2,3,NA,NA,0,NA,"French",NA,NA,0,NA,116,0
"909",71151,"Rural",1,3,0,NA,0,NA,NA,NA,5000,2500,NA,4000,0
"910",71153,"Rural",4,9,3406,NA,0,NA,"English",NA,8000,0,NA,225,0
"911",71159,"Rural",5,3,7759,800,0,"Canadian","Canadian",9.69875,NA,2000,NA,0,0
"912",71164,"Rural",2,3,16861,NA,0,NA,"Canadian",NA,11000,0,NA,1200,268
"913",71179,"Rural",9,9,4168,NA,1,NA,"Native Indian band",NA,NA,0,NA,0,0
"914",71301,"Rural",7,3,4651,NA,1,NA,"Native Indian band",NA,NA,0,NA,500,1120
"915",71361,"Rural",4,9,8657,800,0,NA,NA,10.82125,17000,3700,NA,2440,2380
"916",71419,"Rural",7,9,4551,NA,1,NA,"Native Indian band",NA,NA,0,NA,0,370
"917",71472,"Rural",2,3,7829,760,0,"English","English",10.3013157894737,NA,3500,NA,100,2700
"918",71485,"Rural",3,9,5516,800,0,"English","English",6.895,NA,400,NA,100,700
"919",71504,"Rural",3,3,4232,NA,0,NA,"Ukrainian",NA,NA,0,NA,0,150
"920",71529,"Rural",4,9,11579,605,0,"Canadian","Canadian",19.1388429752066,30000,2500,NA,8500,2045
"921",71556,"Rural",4,3,4623,NA,0,NA,"English",NA,NA,0,NA,0,3300
"922",71573,"Rural",1,3,4016,NA,0,NA,NA,NA,10000,0,NA,10,0
"923",71701,"Rural",5,3,7955,440,0,"Polish","Yugoslavian/Czech/Hungarian",18.0795454545455,30000,3400,NA,NA,600
"924",71788,"Rural",3,3,5129,NA,0,NA,"English",NA,NA,0,NA,250,453
"925",73007,"Rural",4,3,4135,NA,0,"English",NA,NA,6000,0,NA,250,0
"926",73011,"Rural",4,3,7233,670,0,NA,NA,10.7955223880597,14000,200,NA,0,5150
"927",73029,"Rural",5,9,7741,910,0,NA,NA,8.50659340659341,NA,3200,NA,2400,0
"928",73031,"Rural",2,3,2068,NA,0,NA,"Canadian",NA,NA,0,NA,0,0
"929",73047,"Rural",4,9,7177,840,0,"Canadian","Canadian",8.54404761904762,9000,3000,NA,12000,0
"930",73048,"Rural",5,3,5117,999,0,"German","German",5.12212212212212,NA,100,NA,0,400
"931",73049,"Rural",3,3,11215,830,0,"Canadian","Canadian",13.5120481927711,10000,800,NA,0,880
"932",73056,"Rural",4,3,6053,NA,0,"Welsh","Irish",NA,20000,3400,NA,3500,0
"933",73073,"Rural",2,9,7451,840,0,"Scottish","Scottish",8.8702380952381,16000,1800,NA,3500,0
"934",73204,NA,NA,3,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"935",75009,"Rural",3,3,6172,0,0,NA,NA,0,15000,1500,NA,0,900
"936",75032,"Rural",1,3,7874,NA,0,NA,NA,NA,NA,0,NA,719,0
"937",75068,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"938",75208,"Rural",3,3,616,NA,0,NA,NA,NA,12000,1600,NA,1100,0
"939",75229,"Rural",2,3,2842,NA,0,NA,"Canadian",NA,NA,0,NA,NA,180
"940",77000,"Rural",5,3,7944,NA,0,"Canadian","Canadian",NA,30000,NA,NA,800,5531
"941",77002,"Rural",5,3,4253,NA,0,"Canadian","Canadian",NA,18000,3500,NA,310,5825
"942",77069,"Rural",6,3,720,NA,0,"German","German",NA,10000,2000,NA,14700,6000
"943",77077,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"944",77087,"Rural",5,3,6780,800,0,"Mennonite","Mennonite",8.475,15000,300,NA,0,330
"945",77089,"Rural",3,3,2160,NA,0,NA,"German",NA,32000,NA,NA,6000,0
"946",77187,"Rural",2,9,8233,800,0,"Canadian","Canadian",10.29125,NA,1700,NA,200,2040
"947",77210,"Rural",1,3,4803,NA,0,"Canadian",NA,NA,4000,0,NA,3000,0
"948",77229,"Rural",7,9,5336,450,0,"Mennonite","Mennonite",11.8577777777778,12500,1400,NA,300,1300
"949",79023,"Rural",6,3,4750,NA,0,NA,"Ukrainian",NA,NA,0,NA,0,0
"950",79025,"Rural",4,9,5007,800,0,"Canadian","Scottish",6.25875,3500,1100,NA,1500,0
"951",79033,"Rural",3,9,6353,800,0,"Canadian","Canadian",7.94125,8000,400,NA,440,1700
"952",79051,"Rural",6,9,7728,550,0,"Canadian","Canadian",14.0509090909091,20000,2400,NA,6357,4000
"953",79063,"Rural",2,3,2944,NA,0,NA,"Canadian",NA,6500,0,NA,5000,0
"954",79116,"Rural",5,3,5583,770,0,"Canadian","Canadian",7.25064935064935,15000,300,NA,2500,0
"955",79133,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"956",79143,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"957",79147,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"958",81026,"Rural",4,3,5077,NA,0,NA,"French",NA,NA,2200,1800,100,1120
"959",81032,"Rural",1,3,5774,NA,0,NA,"French",NA,NA,650,NA,9697,50
"960",81044,"Rural",3,3,3574,NA,0,NA,"German",NA,NA,0,NA,0,180
"961",81062,"Rural",4,3,5342,800,0,"Danish","French",6.6775,NA,300,NA,0,1000
"962",81105,"Rural",7,3,6167,840,0,"German","Canadian",7.34166666666667,NA,1000,NA,1250,100
"963",81125,"Rural",7,9,5730,800,0,"German","German",7.1625,8000,800,NA,160,1170
"964",81158,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"965",83005,"Rural",5,3,6264,NA,0,NA,"Ukrainian",NA,18000,0,NA,0,0
"966",83016,"Rural",3,3,7042,440,0,"Belgian/Dutch","Irish",16.0045454545455,32000,300,NA,3750,0
"967",83022,"Rural",3,3,6719,845,0,"Polish","Irish",7.95147928994083,10000,200,NA,125,60
"968",83029,"Rural",1,9,0,NA,0,NA,"Canadian",NA,6000,200,NA,2000,0
"969",83032,"Rural",5,3,7871,800,0,"English","English",9.83875,NA,1900,NA,0,2750
"970",83045,"Rural",5,9,8617,NA,0,"Irish",NA,NA,14000,2000,NA,8000,0
"971",83047,"Rural",2,3,5582,NA,0,NA,NA,NA,NA,0,NA,0,0
"972",83053,"Rural",2,3,9017,400,0,"English","Scottish",22.5425,5000,50,NA,5000,0
"973",83071,"Rural",2,3,3138,400,0,NA,"Ukrainian",7.845,18000,2500,NA,0,0
"974",83086,"Rural",5,3,13311,800,0,"Canadian","Canadian",16.63875,13000,600,NA,6200,1000
"975",83105,"Rural",4,3,6778,770,0,"Canadian","Canadian",8.8025974025974,6500,800,NA,3800,0
"976",83111,"Rural",5,9,6453,550,0,NA,NA,11.7327272727273,12000,900,NA,0,140
"977",83133,"Rural",2,3,3085,NA,0,"Canadian","Canadian",NA,2000,800,NA,0,0
"978",83134,"Rural",5,3,8426,NA,0,"Ukrainian","English",NA,2000,100,NA,0,276
"979",83144,"Rural",3,3,12837,950,0,"Canadian","Canadian",13.5126315789474,5000,800,NA,600,0
"980",83155,"Rural",3,9,2917,625,0,"Canadian","Canadian",4.6672,14050,1275,NA,300,2380
"981",83163,"Rural",3,3,9857,748,0,"Canadian","Canadian",13.177807486631,NA,5300,2000,300,6800
"982",83193,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"983",83195,"Rural",6,3,6690,470,0,"Canadian","Polish",14.2340425531915,NA,2200,NA,700,870
"984",83201,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"985",83202,"Rural",4,3,8512,800,0,"Canadian","Canadian",10.64,6000,400,NA,0,1500
"986",83204,"Rural",2,3,8640,NA,0,NA,"English",NA,NA,600,NA,1200,0
"987",83227,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"988",83267,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"989",83273,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"990",85004,"Rural",3,3,8359,900,0,"Canadian","Canadian",9.28777777777778,NA,2525,NA,850,1000
"991",85029,"Rural",5,3,4785,300,0,"German","German",15.95,35000,200,NA,1000,40
"992",85033,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"993",85043,"Rural",6,9,8038,600,0,"Irish","Scottish",13.3966666666667,25000,1500,NA,900,300
"994",85172,"Rural",5,3,5650,440,0,"Canadian",NA,12.8409090909091,6000,1600,NA,132,0
"995",85185,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"996",85195,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"997",85197,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"998",85205,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"999",85211,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"1000",85227,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"1001",85232,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"1002",85238,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
